time x y z pitch roll yaw fx fy fz absz waypoint_x waypoint_y waypoint_z Distance_to_r3
0.2571876049041748 -4.593987941741943 1.3201581239700317 2.350259780883789 -4.945821830338957 14.738898793362228 86.5163767410736 -0.06641700974847713 0.054990870949700954 0 0 -3 0 1.5 2.237128217652234
0.4829597473144531 -4.619932174682617 1.2725261449813843 2.3385260105133057 -8.89139247834233 18.03923562268706 89.7064468601306 -0.067483992534951 0.05306011722413698 0 0 -3 0 1.5 2.22444259751921
0.7118716239929199 -4.638484954833984 1.1638599634170532 2.339524030685425 -15.364544098675449 14.312855664294899 95.82916927099909 -0.0682698796393125 0.04856337313912985 0 0 -3 0 1.5 2.1789310240913218
0.941939115524292 -4.61139440536499 1.0165948867797852 2.33961820602417 -20.084715047345288 3.6933798936732094 105.98321723205419 -0.06719829357553189 0.04243369847852368 0 0 -3 0 1.5 2.0840891120662604
1.1729042530059814 -4.526679039001465 0.9042897820472717 2.304593563079834 -18.19127616174159 -6.093919214628632 114.49530467225114 -0.06366444687328189 0.03771660551213524 0 0 -3 0 1.5 1.949919657275357
1.3974430561065674 -4.416854381561279 0.8633125424385071 2.257296085357666 -11.859179707654736 -2.7510317865669243 115.81552436428501 -0.05913747314775258 0.03599611947498057 0 0 -3 0 1.5 1.82647953225768
1.62546968460083 -4.311513900756836 0.8799788951873779 2.200627565383911 -3.0852417033267265 4.700616265723182 119.88896214416647 -0.05469827727068833 0.03664362454546644 0 0 -3 0 1.5 1.7288200791026107
1.855278730392456 -4.23621129989624 0.8951913118362427 2.124138832092285 2.4675258152665593 11.741373983570037 123.15441027966624 -0.051534581963512766 0.03729252589261468 0 0 -3 0 1.5 1.6494834099394575
2.079335927963257 -4.18723726272583 0.8594380617141724 2.0451745986938477 -0.7360236568678254 12.909817357331564 123.82098871050212 -0.04946822934502325 0.03580992505519981 0 0 -3 0 1.5 1.5637715443723654
2.30606746673584 -4.140767574310303 0.7752276062965393 1.957496166229248 -9.646856863931328 7.726199991684473 123.0411315554464 -0.047561137118565966 0.032350840696710625 0 0 -3 0 1.5 1.4547105682115298
2.5300493240356445 -4.082303047180176 0.6960312724113464 1.8601679801940918 -15.37262351295403 1.0542678037841524 122.72962074461569 -0.04509596739908564 0.02900130707181581 0 0 -3 0 1.5 1.336248626591303
2.7568140029907227 -4.005609035491943 0.663489580154419 1.7626941204071045 -14.317856770972785 1.4272481460837105 121.41512778184037 -0.04194957813971701 0.027647375798554835 0 0 -3 0 1.5 1.2342232713442136
2.979074716567993 -3.9230880737304688 0.6820727586746216 1.6697108745574951 -7.108598990958713 5.056556921841023 119.22629376570359 -0.038462009443715764 0.02841970254208898 0 0 -3 0 1.5 1.1602226600668104
3.2074666023254395 -3.8428478240966797 0.7107062339782715 1.5653245449066162 -1.5845179182561913 11.411801047379367 117.198169335467 -0.035158326087118864 0.02960373464085595 0 0 -3 0 1.5 1.105082535205372
3.4330854415893555 -3.7762255668640137 0.7019598484039307 1.4584605693817139 -1.606516644032324 12.271478034151125 113.57760197709197 -0.032403752338910574 0.029283070722659413 0 0 -3 0 1.5 1.048913600700949
3.6587514877319336 -3.722966194152832 0.6502752304077148 1.3551104068756104 -6.1997114583447495 7.815960788315835 107.39888440112851 -0.03014909723996784 0.027125906492026442 0 0 -3 0 1.5 0.9838737270812514
3.8822100162506104 -3.673353672027588 0.5945441722869873 1.248821496963501 -10.527243569385325 -0.11749177817539959 97.34318735186824 -0.028056407495799882 0.02477267741112984 0 0 -3 0 1.5 0.9327264233531244
